АО ДОМ.РФ,9
ООО Текнимонт Руссия / Tecnimont Russia,9
ООО Перфект Арт,9
ПАО «Газпром нефть»,10
Accenture,10
Wrike,11
ПАО МТС Банк. IT,11
X5 RETAIL GROUP,11
АО НКБ ВС,11
Exness,12
MEGOGO.NET,13
ТЕХНОСЕРВ,13
SEMrush,13
ПАО ТАТТЕЛЕКОМ,14
ООО АЛИБАБА.КОМ (РУ),16
"ПАО «МТС»,IT",16
Big Data Technologies,16
Cloud Linux,16
ООО ПРОФ-ИТ ГРУПП,18
Brunel Russia,18
Инфосистемы Джет,19
HUAWEI,21
DataArt,33
Билайн,45
Сбербанк для экспертов,67
